No;Time_Offset;Type;ID;Data_Length;One;Two;Three;Four;Five;Six;Seven;Eight
4862);2329.588;0;043F;8;00;40;60;FF;7D;74;09;00
4863);2329.828;0;0370;8;FF;20;00;80;FF;00;00;EC
4864);2330.070;0;0440;8;FF;F0;00;00;FF;78;09;00
4865);2330.310;0;0153;8;00;80;10;FF;00;FF;E0;6E
4866);2330.558;0;01F1;8;00;BD;00;00;00;00;00;00
4867);2330.790;0;0220;8;EF;0B;F6;1B;BF;11;09;10
4868);2332.278;0;0350;8;05;28;34;54;68;00;00;25
4869);2333.030;0;0110;8;D0;3C;40;09;00;00;00;00
4870);2335.232;0;04B0;8;00;00;00;C0;00;40;00;80
4871);2335.480;0;0164;8;00;08;01;00;00;00;0A;03
4872);2336.203;0;02B0;5;2B;00;00;07;79;-1;-1;-1
4873);2336.439;0;0165;8;B8;A7;80;00;00;00;09;96
4874);2336.677;0;04F0;8;00;00;F6;00;00;0A;21;0F
4875);2336.907;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
4876);2337.141;0;0260;8;05;1A;00;30;00;8C;59;29
4877);2337.376;0;0080;8;00;17;E8;09;1A;17;1A;56
4878);2337.614;0;0081;8;80;84;87;00;00;00;00;76
4879);2337.856;0;018F;8;00;34;1A;00;00;3F;00;10
4880);2338.088;0;0316;8;05;1A;E8;09;1A;17;00;7F
4881);2338.324;0;0329;8;0F;B0;80;8C;12;2A;00;10
4882);2338.560;0;0545;8;D8;0F;00;8B;1A;00;1E;00
4883);2339.628;0;043F;8;00;40;60;FF;7D;74;09;00
4884);2339.870;0;0370;8;FF;20;00;80;FF;00;00;A0
4885);2340.115;0;0440;8;FF;00;00;00;FF;78;09;00
4886);2340.353;0;0153;8;00;80;10;FF;00;FF;00;8E
4887);2340.591;0;00A0;8;47;7C;C8;09;00;20;00;02
4888);2340.829;0;00A1;8;7F;8D;80;80;26;00;00;00
4889);2341.063;0;0220;8;F0;13;F9;0B;BF;01;0A;10
4890);2345.193;0;04B1;8;27;64;62;9E;00;00;00;8B
4891);2345.439;0;0164;8;00;08;01;00;00;00;0B;02
4892);2346.245;0;02B0;5;2B;00;00;07;4A;-1;-1;-1
4893);2346.481;0;0165;8;B7;B7;80;00;00;00;0A;8A
4894);2346.719;0;0260;8;05;1A;00;30;00;8C;59;38
4895);2346.954;0;0080;8;00;17;E8;09;1A;17;1A;47
4896);2347.194;0;0081;8;80;84;87;00;00;00;00;67
4897);2347.436;0;018F;8;00;34;1A;00;00;3F;00;10
4898);2347.668;0;02A0;8;62;00;87;9D;C0;2E;36;0C
4899);2347.900;0;0316;8;05;1A;E8;09;1A;17;00;7F
4900);2348.137;0;0329;8;0F;B0;80;8C;12;29;00;10
4901);2348.383;0;0382;8;40;FE;0F;00;00;00;00;08
4902);2348.625;0;04F2;8;80;00;E0;30;00;00;00;F9
4903);2348.859;0;0545;8;D8;0F;00;89;1A;00;1E;00
4904);2349.619;0;043F;8;00;40;60;FF;7D;74;09;00
4905);2349.859;0;0370;8;FF;20;00;80;FF;00;00;64
4906);2350.101;0;0440;8;FF;50;00;00;FF;74;09;00
4907);2350.339;0;0153;8;00;80;10;FF;00;FF;10;9E
4908);2350.587;0;01F1;8;00;BD;00;00;00;00;00;00
4909);2350.826;0;0220;8;F0;1B;FF;3B;BF;01;08;10
4910);2352.305;0;0350;8;05;28;44;54;68;00;00;55
4911);2355.231;0;04B0;8;00;40;00;C0;00;40;00;80
4912);2355.478;0;0164;8;00;08;01;00;00;00;0C;05
4913);2356.394;0;02B0;5;2B;00;00;07;5B;-1;-1;-1
4914);2356.632;0;0165;8;B5;B7;80;00;00;00;0B;89
4915);2356.864;0;02A0;8;02;00;87;9D;C0;2E;36;0C
4916);2357.098;0;0080;8;00;17;F8;09;1A;17;1A;28
4917);2357.338;0;0081;8;80;84;87;00;00;00;00;58
4918);2357.580;0;018F;8;00;34;1A;00;00;3F;00;10
4919);2357.814;0;0260;8;05;1A;00;30;00;8C;59;0B
4920);2358.048;0;0316;8;05;1A;F8;09;1A;17;00;7F
4921);2358.284;0;0329;8;0F;B0;80;8C;12;29;00;10
4922);2358.526;0;04F0;8;00;00;F8;00;00;0A;21;0F
4923);2358.761;0;0545;8;D8;0F;00;8C;1A;00;1E;00
4924);2359.589;0;043F;8;00;40;60;FF;7D;70;09;00
4925);2359.833;0;0370;8;FF;20;00;80;FF;00;00;28
4926);2360.073;0;0440;8;FF;A0;00;00;FF;6C;09;00
4927);2360.313;0;0153;8;00;80;10;FF;00;FF;20;AE
4928);2360.547;0;0220;8;EE;23;06;3C;BF;31;05;10
4929);2365.193;0;04B1;8;27;64;62;9E;00;00;00;8B
4930);2365.441;0;0164;8;00;08;01;00;00;00;0D;04
4931);2366.199;0;02B0;5;2D;00;00;07;4C;-1;-1;-1
4932);2366.439;0;0165;8;B4;C7;80;00;00;00;0C;FF
4933);2366.670;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
4934);2366.904;0;0260;8;05;1A;00;30;00;8C;59;1A
4935);2367.138;0;0080;8;00;17;F8;09;1A;17;1A;19
4936);2367.380;0;0081;8;80;84;87;00;00;00;00;49
4937);2367.622;0;018F;8;00;34;1A;00;00;3F;00;10
4938);2367.856;0;0316;8;05;1A;F8;09;1A;17;00;7F
4939);2368.089;0;0329;8;40;B0;80;8C;12;29;00;10
4940);2368.335;0;0382;8;40;FE;0F;00;00;00;00;0C
4941);2368.577;0;04F2;8;80;00;E0;30;00;00;00;FA
4942);2368.811;0;0545;8;D8;0F;00;8C;1A;00;1E;00
4943);2369.621;0;043F;8;00;40;60;FF;7D;70;09;00
4944);2369.861;0;0370;8;FF;20;00;80;FF;00;00;EC
4945);2370.105;0;0440;8;FF;F0;00;00;FF;74;09;00
4946);2370.345;0;0153;8;00;80;10;FF;00;FF;30;BE
4947);2370.594;0;01F1;8;00;BD;00;00;00;00;00;00
4948);2370.826;0;0220;8;EC;2B;0C;1C;BF;31;02;10
4949);2372.313;0;0350;8;05;28;54;54;68;00;00;45
4950);2375.233;0;04B0;8;00;80;00;C0;00;40;00;80
4951);2375.479;0;0164;8;00;08;01;00;00;00;0E;07
4952);2376.194;0;02B0;5;2D;00;00;07;5D;-1;-1;-1
4953);2376.432;0;0165;8;B3;C7;80;00;00;00;0D;F9
4954);2376.666;0;0260;8;05;1A;00;30;00;8C;59;29
4955);2376.902;0;0080;8;00;17;F8;09;1A;17;1A;0A
4956);2377.140;0;0081;8;80;84;87;00;00;00;00;3A
4957);2377.383;0;018F;8;00;34;1A;00;00;3F;00;10
4958);2377.613;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
4959);2377.847;0;0316;8;05;1A;F8;09;1A;17;00;7F
4960);2378.079;0;0329;8;40;B0;80;8C;12;29;00;10
4961);2378.321;0;04F0;8;00;00;FA;00;00;0A;21;0F
4962);2378.556;0;0545;8;D8;0F;00;8C;19;00;1D;00
4963);2379.628;0;043F;8;00;40;60;FF;7D;74;09;00
4964);2379.870;0;0370;8;FF;20;00;80;FF;00;00;A0
4965);2380.114;0;0440;8;FF;00;00;00;FF;7C;09;00
4966);2380.352;0;0153;8;00;80;10;FF;00;FF;40;CE
4967);2380.582;0;0220;8;EE;33;0B;1C;BF;21;FF;0F
4968);2380.768;0;05F0;2;00;00;-1;-1;-1;-1;-1;-1
4969);2382.984;0;0120;4;00;00;00;00;-1;-1;-1;-1
4970);2383.262;0;0517;8;00;00;00;00;00;00;00;00
4971);2385.192;0;04B1;8;27;64;62;9E;00;00;00;8B
4972);2385.439;0;0164;8;00;08;01;00;00;00;0F;06
4973);2386.239;0;02B0;5;2D;00;00;07;6E;-1;-1;-1
4974);2386.477;0;0165;8;B2;C7;80;00;00;00;0E;FB
4975);2386.715;0;0260;8;05;1A;00;30;00;8C;59;38
4976);2386.949;0;0080;8;00;17;E4;09;1A;17;1A;4B
4977);2387.190;0;0081;8;80;84;87;00;00;00;00;2B
4978);2387.432;0;018F;8;00;34;1A;00;00;3F;00;10
4979);2387.664;0;02A0;8;62;00;87;9D;C0;2E;36;0C
4980);2387.894;0;0316;8;05;1A;E4;09;1A;17;00;7F
4981);2388.126;0;0329;8;40;B0;80;8C;12;29;00;10
4982);2388.374;0;0382;8;40;FE;0F;00;00;00;00;00
4983);2388.621;0;04F2;8;80;00;F0;30;00;00;00;FB
4984);2388.853;0;0545;8;D8;0F;00;8B;1C;00;1B;00
4985);2389.593;0;043F;8;00;40;60;FF;7D;7C;09;00
4986);2389.833;0;0370;8;FF;20;00;80;FF;00;00;64
4987);2390.079;0;0440;8;FF;50;00;00;FF;84;09;00
4988);2390.319;0;0153;8;00;80;10;FF;00;FF;50;DE
4989);2390.567;0;01F1;8;00;BD;00;00;00;00;00;00
4990);2390.799;0;0220;8;F0;3B;01;1C;BF;11;FF;0F
4991);2392.279;0;0350;8;05;28;64;54;68;00;00;75
4992);2393.025;0;0510;8;00;00;00;00;00;00;00;00
4993);2394.403;0;0587;8;00;00;00;00;00;00;00;09
4994);2395.227;0;04B0;8;00;C0;00;C0;00;40;00;80
4995);2395.475;0;0164;8;00;08;01;00;00;00;00;09
4996);2396.246;0;02B0;5;2D;00;00;07;7F;-1;-1;-1
4997);2396.484;0;0165;8;B3;B7;80;00;00;00;0F;8B
4998);2396.726;0;04F0;8;00;00;FC;00;00;0A;21;0F
4999);2396.956;0;0316;8;05;1A;E4;09;1A;17;00;7F
5000);2397.188;0;0329;8;40;B0;80;8C;12;29;00;10
5001);2397.423;0;0080;8;00;17;E4;09;1A;17;1A;3C
5002);2397.665;0;0081;8;80;84;87;00;00;00;00;1C
5003);2397.907;0;018F;8;00;34;1A;00;00;3F;00;10
5004);2398.141;0;0260;8;05;1A;00;30;00;8C;59;0B
5005);2398.373;0;02A0;8;02;00;87;9D;C0;2E;36;0C
5006);2398.608;0;0545;8;D8;0F;00;8A;1C;00;1B;00
5007);2399.608;0;043F;8;00;40;60;FF;7D;84;09;00
5008);2399.852;0;0370;8;FF;20;00;80;FF;00;00;28
5009);2400.092;0;0440;8;FF;A0;00;00;FF;8C;09;00
5010);2400.330;0;0153;8;00;80;10;FF;00;FF;60;EE
5011);2400.568;0;0220;8;F1;03;F8;23;BF;31;00;10
5012);2405.190;0;04B1;8;27;64;62;9E;00;00;00;8B
5013);2405.438;0;0164;8;00;08;01;00;00;00;01;08
5014);2406.202;0;02B0;5;2E;00;00;07;B0;-1;-1;-1
5015);2406.438;0;0165;8;B4;A7;80;00;00;00;00;93
5016);2406.668;0;0316;8;05;1A;D6;09;1A;17;00;7F
5017);2406.899;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
5018);2407.133;0;0080;8;00;17;D6;09;1A;17;1A;1D
5019);2407.373;0;0081;8;80;84;87;00;00;00;00;0D
5020);2407.615;0;018F;8;00;34;1A;00;00;3F;00;10
5021);2407.849;0;0260;8;05;1A;00;30;00;8C;59;1A
5022);2408.082;0;0329;8;40;B0;80;8C;12;29;00;10
5023);2408.328;0;0382;8;40;FE;0F;00;00;00;00;04
5024);2408.572;0;04F2;8;80;00;F0;30;00;00;00;FC
5025);2408.806;0;0545;8;D8;0F;00;8A;1C;00;1B;00
5026);2409.415;0;02C0;8;3D;00;00;00;00;00;00;00
5027);2409.656;0;0370;8;FF;20;00;80;FF;00;00;EC
5028);2409.898;0;043F;8;00;40;60;FF;7D;80;09;00
5029);2410.144;0;0440;8;FF;F0;00;00;FF;80;09;00
5030);2410.384;0;0153;8;00;80;10;FF;00;FF;70;FE
5031);2410.632;0;01F1;8;00;BD;00;00;00;00;00;00
5032);2410.868;0;0220;8;F2;0B;F5;33;BF;01;05;10
5033);2411.114;0;059B;8;00;00;00;00;00;00;00;4C
5034);2412.328;0;0350;8;05;28;74;54;68;00;00;65
5035);2415.228;0;04B0;8;00;00;00;00;00;40;00;80
5036);2415.478;0;0164;8;00;08;01;00;00;00;02;0B
5037);2416.225;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
5038);2416.465;0;0165;8;B6;A7;80;00;00;00;01;90
5039);2416.700;0;0260;8;05;1A;00;30;00;8C;59;29
5040);2416.936;0;0080;8;00;17;D6;09;1A;17;1A;0E
5041);2417.176;0;0081;8;80;84;87;00;00;00;00;FE
5042);2417.418;0;018F;8;00;34;1A;00;00;3F;00;10
5043);2417.649;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
5044);2417.835;0;02B0;5;2C;00;00;07;81;-1;-1;-1
5045);2418.065;0;0316;8;05;1A;D6;09;1A;17;00;7F
5046);2418.297;0;0329;8;40;B0;80;8C;12;29;00;10
5047);2418.537;0;04F0;8;00;00;FE;00;00;0A;21;0F
5048);2418.770;0;0545;8;D8;0F;00;89;1C;00;1B;00
5049);2419.014;0;04F1;8;C0;18;00;00;00;00;00;00
5050);2419.282;0;051A;8;00;03;00;00;00;00;00;00
5051);2419.544;0;0690;8;03;00;00;20;A0;00;01;00
5052);2419.786;0;0370;8;FF;20;00;80;FF;00;00;A0
5053);2420.028;0;043F;8;00;40;60;FF;7D;80;09;00
5054);2420.271;0;0153;8;00;80;10;FF;00;FF;80;0E
5055);2420.511;0;0220;8;F0;13;F6;03;BF;01;05;10
5056);2420.755;0;0440;8;FF;00;00;00;FF;84;09;00
5057);2425.191;0;04B1;8;27;64;62;9E;00;00;00;8B
5058);2425.439;0;0164;8;00;08;01;00;00;00;03;0A
5059);2426.209;0;02B0;5;2E;00;00;07;92;-1;-1;-1
5060);2426.445;0;0165;8;B8;97;80;00;00;00;02;AD
5061);2426.675;0;0316;8;05;1A;D6;09;1A;17;00;7F
5062);2426.918;0;018F;8;00;34;1A;00;00;3F;00;10
5063);2427.156;0;0080;8;00;17;D6;09;1A;17;1A;FF
5064);2427.396;0;0081;8;80;84;87;00;00;00;00;EF
5065);2427.634;0;0260;8;05;1A;00;30;00;8C;59;38
5066);2427.866;0;02A0;8;62;00;87;9D;C0;2E;36;0C
5067);2428.098;0;0329;8;84;B0;80;8C;12;29;00;10
5068);2428.345;0;0382;8;40;FE;0F;00;00;00;00;08
5069);2428.589;0;04F2;8;80;00;F0;30;00;00;00;FD
5070);2428.821;0;0545;8;D8;0F;00;89;1C;00;1B;00
5071);2429.601;0;043F;8;00;40;60;FF;7D;88;09;00
5072);2429.841;0;0370;8;FF;20;00;80;FF;00;00;64
5073);2430.087;0;0440;8;FF;50;00;00;FF;90;09;00
5074);2430.325;0;0153;8;00;80;10;FF;00;FF;90;1E
5075);2430.573;0;01F1;8;00;BD;00;00;00;00;00;00
5076);2430.803;0;0220;8;EE;1B;F7;13;BF;11;05;10
5077);2432.349;0;0350;8;05;28;84;54;68;00;00;95
5078);2433.025;0;0110;8;D0;3C;40;09;00;00;00;00
5079);2435.227;0;04B0;8;00;40;00;00;00;40;00;80
5080);2435.473;0;0164;8;00;08;01;00;00;00;04;0D
5081);2436.268;0;02B0;5;2C;00;00;07;A3;-1;-1;-1
5082);2436.506;0;0165;8;B8;A7;80;00;00;00;03;9C
5083);2436.738;0;0316;8;05;1A;F4;09;1A;17;00;7F
5084);2436.980;0;018F;8;00;34;1A;00;00;3F;00;10
5085);2437.216;0;0080;8;00;17;F4;09;1A;17;1A;E0
5086);2437.456;0;0081;8;80;84;87;00;00;00;00;D0
5087);2437.691;0;0260;8;05;1A;00;30;00;8C;59;0B
5088);2437.923;0;02A0;8;02;00;87;9D;C0;2E;36;0C
5089);2438.155;0;0329;8;84;B0;80;8C;12;29;00;10
5090);2438.399;0;04F0;8;00;00;00;00;00;0A;21;0F
5091);2438.633;0;0545;8;D8;0F;00;8A;1A;00;19;00
5092);2439.651;0;043F;8;00;40;60;FF;7D;88;09;00
5093);2439.895;0;0370;8;FF;20;00;80;FF;00;00;28
5094);2440.136;0;0440;8;FF;A0;00;00;FF;8C;09;00
5095);2440.374;0;0153;8;00;80;10;FF;00;FF;A0;2E
5096);2440.608;0;0220;8;ED;23;F8;33;BF;01;05;10
5097);2442.930;0;0050;4;00;83;00;00;-1;-1;-1;-1
5098);2445.190;0;04B1;8;27;64;62;9E;00;00;00;8B
5099);2445.434;0;0164;8;00;08;01;00;00;00;05;0C
5100);2446.220;0;02B0;5;2E;00;00;07;F4;-1;-1;-1
5101);2446.456;0;0165;8;B7;B7;80;00;00;00;04;84
5102);2446.689;0;0316;8;05;1A;FC;09;1A;17;00;7F
5103);2446.923;0;0260;8;05;1A;00;30;00;8C;59;1A
5104);2447.157;0;0080;8;00;17;FC;09;1A;17;1A;51
5105);2447.397;0;0081;8;80;84;87;00;00;00;00;C1
5106);2447.639;0;018F;8;00;34;1A;00;00;3F;00;10
5107);2447.869;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
5108);2448.102;0;0329;8;84;B0;80;8C;12;29;00;10
5109);2448.348;0;0382;8;40;FE;0F;00;00;00;00;0C
5110);2448.592;0;04F2;8;80;00;F0;30;00;00;00;FE
5111);2448.826;0;0545;8;D8;0F;00;8A;1A;00;19;00
5112);2449.068;0;00A0;8;48;7C;D6;09;00;1F;00;02
5113);2449.307;0;00A1;8;7F;8D;80;80;26;00;00;00
5114);2449.577;0;043F;8;00;40;60;FF;7D;88;09;00
5115);2449.817;0;0370;8;FF;20;00;80;FF;00;00;EC
5116);2450.065;0;0440;8;FF;F0;00;00;FF;88;09;00
5117);2450.307;0;0153;8;00;80;10;FF;00;FF;B0;3E
5118);2450.555;0;01F1;8;00;BD;00;00;00;00;00;00
5119);2450.787;0;0220;8;ED;2B;FE;13;BF;11;05;10
5120);2452.269;0;0350;8;05;28;94;54;68;00;00;85
5121);2452.995;0;0018;8;20;00;01;60;01;00;20;00
5122);2455.227;0;04B0;8;00;80;00;00;00;40;00;80
5123);2455.475;0;0164;8;00;08;01;00;00;00;06;0F
5124);2456.221;0;02B0;5;2A;00;00;07;A5;-1;-1;-1
5125);2456.461;0;0165;8;B5;C7;80;00;00;00;05;F7
5126);2456.696;0;0260;8;05;1A;00;30;00;8C;59;29
5127);2456.932;0;0080;8;00;17;FC;09;1A;17;1A;42
5128);2457.172;0;0081;8;80;84;87;00;00;00;00;B2
5129);2457.414;0;018F;8;00;34;1A;00;00;3F;00;10
5130);2457.644;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
5131);2457.877;0;0316;8;05;1A;FC;09;1A;17;00;7F
5132);2458.109;0;0329;8;84;B0;80;8C;12;29;00;10
5133);2458.353;0;04F0;8;00;00;02;00;00;0A;21;0F
5134);2458.589;0;0545;8;D8;15;00;8B;19;00;18;00
5135);2459.603;0;043F;8;00;40;60;FF;7D;84;09;00
5136);2459.845;0;0370;8;FF;20;00;80;FF;00;00;A0
5137);2460.090;0;0440;8;FF;00;00;00;FF;84;09;00
5138);2460.332;0;0153;8;00;80;10;FF;00;FF;C0;4E
5139);2460.564;0;0220;8;ED;33;08;04;BF;31;05;10
5140);2465.187;0;04B1;8;27;64;62;9E;00;00;00;8B
5141);2465.432;0;0164;8;00;08;01;00;00;00;07;0E
5142);2466.270;0;02B0;5;2C;00;00;07;F6;-1;-1;-1
5143);2466.508;0;0165;8;B3;C7;80;00;00;00;06;F2
5144);2466.746;0;0260;8;05;1A;00;30;00;8C;59;38
5145);2466.980;0;0080;8;00;17;FC;09;1A;17;1A;33
5146);2467.222;0;0081;8;80;84;87;00;00;00;00;A3
5147);2467.465;0;018F;8;00;34;1A;00;00;3F;00;10
5148);2467.697;0;02A0;8;62;00;87;9D;C0;2E;36;0C
5149);2467.929;0;0316;8;05;1A;FC;09;1A;17;00;7F
5150);2468.161;0;0329;8;84;B0;80;8C;12;29;00;10
5151);2468.409;0;0382;8;40;FE;0F;00;00;00;00;00
5152);2468.655;0;04F2;8;80;00;F0;30;00;00;00;FF
5153);2468.894;0;0545;8;D8;15;00;8C;19;00;18;00
5154);2469.664;0;043F;8;00;40;60;FF;7D;88;09;00
5155);2469.904;0;0370;8;FF;20;00;80;FF;00;00;64
5156);2470.150;0;0440;8;FF;50;00;00;FF;8C;09;00
5157);2470.390;0;0153;8;00;80;10;FF;00;FF;D0;5E
5158);2470.638;0;01F1;8;00;BD;00;00;00;00;00;00
5159);2470.868;0;0220;8;EE;3B;0D;24;BF;31;03;10
5160);2472.310;0;0350;8;05;28;A4;54;68;00;00;B5
5161);2475.228;0;04B0;8;00;C0;00;00;00;40;00;80
5162);2475.476;0;0164;8;00;08;01;00;00;00;08;01
5163);2476.271;0;02B0;5;2B;00;00;07;97;-1;-1;-1
5164);2476.510;0;0165;8;B2;C7;80;00;00;00;07;F2
5165);2476.752;0;04F0;8;00;00;04;00;00;0A;21;0F
5166);2477.240;0;0316;8;05;1A;FC;09;1A;17;00;7F
5167);2477.472;0;0329;8;84;B0;80;8C;12;29;00;10
5168);2477.710;0;0545;8;D8;15;00;8C;1A;00;18;00
5169);2477.944;0;0260;8;05;1A;00;30;00;8C;59;0B
5170);2478.179;0;0080;8;00;17;FC;09;1A;17;1A;24
5171);2478.417;0;0081;8;80;84;87;00;00;00;00;94
5172);2478.659;0;018F;8;00;34;1A;00;00;3F;00;10
5173);2478.891;0;02A0;8;02;00;87;9D;C0;2E;36;0C
5174);2479.561;0;043F;8;00;40;60;FF;7D;8C;09;00
5175);2479.805;0;0370;8;FF;20;00;80;FF;00;00;28
5176);2480.045;0;0440;8;FF;A0;00;00;FF;90;09;00
5177);2480.285;0;0153;8;00;80;10;FF;00;FF;E0;6E
5178);2480.515;0;0220;8;EF;03;09;2C;BF;31;03;10
5179);2485.187;0;04B1;8;27;64;62;9E;00;00;00;8B
5180);2485.433;0;0164;8;00;08;01;00;00;00;09;00
5181);2486.226;0;02B0;5;2E;00;00;07;38;-1;-1;-1
5182);2486.464;0;0165;8;B2;C7;80;00;00;00;08;FD
5183);2486.694;0;0316;8;05;1A;D0;09;1A;17;00;7F
5184);2486.928;0;0260;8;05;1A;00;30;00;8C;59;1A
5185);2487.162;0;0080;8;00;17;D0;09;1A;17;1A;F5
5186);2487.403;0;0081;8;80;84;87;00;00;00;00;85
5187);2487.645;0;018F;8;00;34;1A;00;00;3F;00;10
5188);2487.875;0;02A0;8;A2;00;87;9D;C0;2E;36;0C
5189);2488.107;0;0329;8;D7;B0;80;8C;12;29;00;10
5190);2488.353;0;0382;8;40;FE;0F;00;00;00;00;04
5191);2488.599;0;04F2;8;80;00;00;30;00;00;00;80
5192);2488.834;0;0545;8;D8;15;00;8B;1B;00;19;00
5193);2489.622;0;043F;8;00;40;60;FF;7D;8C;09;00
5194);2489.862;0;0370;8;FF;20;00;80;FF;00;00;EC
5195);2490.108;0;0440;8;FF;F0;00;00;FF;90;09;00
5196);2490.346;0;0153;8;00;80;10;FF;00;FF;00;8E
5197);2490.594;0;01F1;8;00;BD;00;00;00;00;00;00
5198);2490.828;0;0220;8;F1;0B;FF;1B;BF;11;03;10
5199);2492.348;0;0350;8;05;28;B4;54;68;00;00;A5
5200);2493.044;0;0510;8;00;00;00;00;00;00;00;00
5201);2494.406;0;0587;8;00;00;00;00;00;00;00;0A
5202);2495.226;0;04B0;8;00;00;00;40;00;40;00;80
5203);2495.475;0;0164;8;00;08;01;00;00;00;0A;03
5204);2496.277;0;0316;8;05;1A;C2;09;1A;17;00;7F
5205);2496.515;0;0165;8;B3;C7;80;00;00;00;09;FD
5206);2496.751;0;0080;8;00;17;C2;09;1A;17;1A;D6
5207);2496.989;0;0081;8;80;84;87;00;00;00;00;76
5208);2497.231;0;018F;8;00;34;1A;00;00;3F;00;10
5209);2497.466;0;0260;8;05;1A;00;30;00;8C;59;29
5210);2497.696;0;02A0;8;C2;00;87;9D;C0;2E;36;0C
5211);2497.882;0;02B0;5;2D;00;00;07;19;-1;-1;-1
5212);2498.114;0;0329;8;D7;B0;80;8C;12;29;00;10
5213);2498.356;0;04F0;8;00;00;06;00;00;0A;21;0F
5214);2498.591;0;0545;8;D8;15;00;8A;1B;00;19;00
5215);2499.627;0;043F;8;00;40;60;FF;7D;8C;09;00
5216);2499.869;0;0370;8;FF;20;00;80;FF;00;00;A0
5217);2500.111;0;0440;8;FF;00;00;00;FF;8C;09;00
5218);2500.349;0;0153;8;00;80;10;FF;00;FF;10;9E
5219);2500.583;0;0220;8;F2;13;F7;2B;BF;01;03;10
5220);2505.187;0;04B1;8;27;64;62;9E;00;00;00;8B
5221);2505.433;0;0164;8;00;08;01;00;00;00;0B;02
5222);2506.221;0;02B0;5;2E;00;00;07;1A;-1;-1;-1
5223);2506.459;0;0165;8;B5;A7;80;00;00;00;0A;98
5224);2506.692;0;02A0;8;62;00;87;9D;C0;2E;36;0C
5225);2506.932;0;0080;8;00;17;C2;09;1A;17;1A;C7
5226);2507.172;0;0081;8;80;84;87;00;00;00;00;67
5227);2507.414;0;018F;8;00;34;1A;00;00;3F;00;10
5228);2507.652;0;0260;8;05;1A;00;30;00;8C;59;38
5229);2507.887;0;0316;8;05;1A;C2;09;1A;17;00;7F
5230);2508.119;0;0329;8;D7;B0;80;8C;12;29;00;10
5231);2508.365;0;0382;8;40;FE;0F;00;00;00;00;08
5232);2508.609;0;04F2;8;80;00;00;30;00;00;00;81
5233);2508.843;0;0545;8;D8;15;00;8A;1B;00;19;00
5234);2509.303;0;02C0;8;3D;00;00;00;00;00;00;00
5235);2509.573;0;043F;8;00;40;60;FF;7D;88;09;00
5236);2509.813;0;0370;8;FF;20;00;80;FF;00;00;64
5237);2510.057;0;0440;8;FF;50;00;00;FF;88;09;00
5238);2510.297;0;0153;8;00;80;10;FF;00;FF;20;AE
5239);2510.545;0;01F1;8;00;BD;00;00;00;00;00;00
5240);2510.782;0;0220;8;F0;1B;F6;0B;BF;01;03;10
5241);2511.030;0;059B;8;00;00;00;00;00;00;00;00
5242);2512.267;0;0350;8;05;28;C4;54;68;00;00;D5
5243);2515.223;0;04B0;8;00;40;00;40;00;40;00;80
5244);2515.470;0;0164;8;00;08;01;00;00;00;0C;05
5245);2516.248;0;05E4;3;00;00;00;-1;-1;-1;-1;-1
5246);2516.486;0;0165;8;B7;97;80;00;00;00;0B;AB
5247);2516.670;0;02B0;5;2B;00;00;07;5B;-1;-1;-1
5248);2516.904;0;0260;8;05;1A;00;30;00;8C;59;0B
5249);2517.140;0;0080;8;00;17;C2;09;1A;17;1A;B8
5250);2517.379;0;0081;8;80;84;87;00;00;00;00;58
5251);2517.621;0;018F;8;00;34;1A;00;00;3F;00;10
5252);2517.853;0;02A0;8;02;00;87;9D;C0;2E;36;0C
5253);2518.087;0;0316;8;05;1A;C2;09;1A;17;00;7F
5254);2518.319;0;0329;8;D7;B0;80;8C;12;29;00;10
5255);2518.563;0;04F0;8;00;00;08;00;00;0A;21;0F
5256);2518.798;0;0545;8;D8;15;00;8A;1B;00;19;00
5257);2519.042;0;04F1;8;C0;18;00;00;00;00;00;00
5258);2519.304;0;0690;8;03;00;00;20;A0;00;05;00
5259);2519.592;0;043F;8;00;40;60;FF;7D;88;09;00
5260);2519.836;0;0370;8;FF;20;00;80;FF;00;00;28
5261);2520.076;0;0440;8;FF;A0;00;00;FF;8C;09;00
5262);2520.316;0;0153;8;00;80;10;FF;00;FF;30;BE
5263);2520.551;0;0220;8;EF;23;F7;0B;BF;11;03;10
5264);2525.184;0;04B1;8;27;64;62;9E;00;00;00;8B
5265);2525.432;0;0164;8;00;08;01;00;00;00;0D;04
5266);2526.201;0;02B0;5;2B;00;00;07;2C;-1;-1;-1
5267);2526.437;0;0165;8;B8;A7;80;00;00;00;0C;93
5268);2526.683;0;04F2;8;80;00;00;30;00;00;00;82
5269);2526.999;0;0316;8;05;1A;E6;09;1A;17;00;7F
5270);2527.241;0;018F;8;00;34;1A;00;00;3F;00;10
5271);2527.478;0;0260;8;05;1A;00;30;00;8C;5B;18
5272);2527.714;0;0080;8;00;17;E6;09;1A;17;1A;49
5273);2527.956;0;0081;8;80;84;87;00;00;00;00;49
